company_cin,company_name,graph_risk_score,company_inactive_flag,has_active_drt_case,has_active_nclt_case,has_live_charges,live_charges_total_inr,n_directors,avg_director_stress_score,contagion_risk_score,network_degree,risk_components,computed_timestamp
L58730DN2010PLC001840,SMARTWORKS COWORKING SPACES LI,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.454173
L16857NL2010PLC001841,SMC GLOBAL SECURITIES LIMITED,3.0,False,False,False,True,390638711.56,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.457308
L42155MZ2010PLC001842,SML MAHINDRA LIMITED,3.0,False,False,False,True,631353879.56,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.460603
L96484GJ2010PLC001843,SARTHAK METALS LIMITED,3.0,False,False,False,True,354041172.7,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.463692
L76157MN2010PLC001844,SMS PHARMACEUTICALS LIMITED,3.0,False,False,False,True,612583351.94,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.466813
L49468LD2010PLC001845,SNOWMAN LOGISTICS LIMITED,3.0,False,False,False,True,837978131.27,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.469901
L26079AR2010PLC001846,SOBHA LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.473597
L91047NL2010PLC001847,SOFTTECH ENGINEERS LIMITED,3.0,False,False,False,True,942270624.81,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.477223
L60254MH2010PLC001848,SOLARA ACTIVE PHARMA SCIENCES ,3.0,False,False,False,True,829080109.59,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.480832
L38569AR2010PLC001849,SOLAR INDUSTRIES INDIA LIMITED,3.0,False,False,False,True,597184708.13,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.484366
L64817JH2010PLC001850,SOLARWORLD ENERGY SOLUTIONS LI,3.0,False,False,False,True,1428083111.02,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.487524
L59618CG2010PLC001851,SOLEX ENERGY LIMITED,3.0,False,False,False,True,768766306.48,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.490952
L72461AP2010PLC001852,SOMANY CERAMICS LIMITED,3.0,False,False,False,True,1098022403.3,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.494196
L48101KA2010PLC001853,SOMA TEXTILES & INDUSTRIES LIM,3.0,False,False,False,True,131170011.44,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.497303
L85571LD2010PLC001854,SOMI CONVEYOR BELTINGS LIMITED,3.0,False,False,False,True,157604531.55,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.500337
L68408MZ2010PLC001855,SONA BLW PRECISION FORGINGS LI,3.0,False,False,False,True,91761432.56,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.503512
L16290ML2010PLC001856,SONAM LIMITED,3.0,False,False,False,True,549996022.53,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.506617
L62833MH2010PLC001857,SONATA SOFTWARE LIMITED,3.0,False,False,False,True,136815069.29,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.509646
L28132GJ2010PLC001858,SAVITA OIL TECHNOLOGIES LIMITE,3.0,False,False,False,True,616953661.17,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.512653
L83015TN2010PLC001859,THE SOUTH INDIAN BANK LIMITED,3.0,False,False,False,True,255349647.46,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.515753
L64713NL2010PLC001860,SOUTH WEST PINNACLE EXPLORATIO,3.0,False,False,False,True,382368336.3,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.518967
L24879SK2010PLC001861,S. P. APPARELS LIMITED,3.0,False,False,False,True,209882347.37,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.522031
L59726SK2010PLC001862,SPANDANA SPHOORTY FINANCIAL LI,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.525095
L27116MH2010PLC001863,SUN PHARMA ADVANCED RESEARCH C,3.0,False,False,False,True,855598395.17,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.528148
L38977AR2010PLC001864,SPACENET ENTERPRISES INDIA LIM,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.531814
L28468NL2010PLC001865,SPECIALITY RESTAURANTS LIMITED,3.0,False,False,False,True,234839496.28,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.535166
L45678GA2010PLC001866,SPECTRUM ELECTRICAL INDUSTRIES,3.0,False,False,False,True,552961843.01,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.538526
L49142SK2010PLC001867,SPENCER'S RETAIL LIMITED,3.0,False,False,False,True,301160789.92,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.541924
L97610MZ2010PLC001868,SOUTHERN PETROCHEMICALS INDUST,3.0,False,False,False,True,1482436903.87,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.545353
L89999WB2010PLC001869,SPL INDUSTRIES LIMITED,3.0,False,False,False,True,121709381.2,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.548531
L36943AR2010PLC001870,SUPREME PETROCHEM LIMITED,3.0,False,False,False,True,318028583.37,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.551981
L47267PY2010PLC001871,SPML INFRA LIMITED,3.0,False,False,False,True,490347752.96,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.555113
L16808CG2010PLC001872,SPORTKING INDIA LIMITED,3.0,False,False,False,True,245251029.31,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.558191
L51292KA2010PLC001873,SHANKAR LAL RAMPAL DYE-CHEM LI,3.0,False,False,False,True,246752886.94,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.561333
L57536KA2010PLC001874,SREELEATHERS LIMITED,3.0,False,False,False,True,444032230.45,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.564753
L99342DD2010PLC001875,SRF LIMITED,3.0,False,False,False,True,137825538.94,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.567920
L75193PY2010PLC001876,SRG HOUSING FINANCE LIMITED,3.0,False,False,False,True,520982497.62,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.572252
L37226AP2010PLC001877,SREE RAYALASEEMA HI-STRENGTH H,3.0,False,False,False,True,370365166.52,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.576107
L18472KL2010PLC001878,SRM CONTRACTORS LIMITED,3.0,False,False,False,True,1226001932.86,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.579354
L13602TR2010PLC001879,SHREE RAM TWISTEX LIMITED,3.0,False,False,False,True,341951828.14,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.583155
L31200MZ2010PLC001880,SARASWATI SAREE DEPOT LIMITED,3.0,False,False,False,True,476294644.0,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.587017
L85326MZ2010PLC001881,STEEL STRIPS WHEELS LIMITED,3.0,False,False,False,True,899263679.87,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.591923
L34318ML2010PLC001882,STALLION INDIA FLUOROCHEMICALS,3.0,False,False,False,True,578678805.77,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.596950
L72044DN2010PLC001883,STANLEY LIFESTYLES LIMITED,3.0,False,False,False,True,206805307.98,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.601272
L66530PY2010PLC001884,STRIDES PHARMA SCIENCE LIMITED,3.0,False,False,False,True,163315444.62,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.605249
L34717MN2010PLC001885,STAR CEMENT LIMITED,3.0,False,False,False,True,397803152.24,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.609256
L61966ML2010PLC001886,STAR HEALTH AND ALLIED INSURAN,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.613531
L85493GJ2010PLC001887,STAR PAPER MILLS LIMITED,3.0,False,False,False,True,257796178.89,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.617048
L64007KA2010PLC001888,STARTECK FINANCE LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.620271
L83284TR2010PLC001889,THE STATE TRADING CORPORATION ,3.0,False,False,False,True,199763699.65,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.623328
L26697AP2010PLC001890,STEELCAST LIMITED,3.0,False,False,False,True,279546484.98,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.626446
L26155TR2010PLC001891,STEEL CITY SECURITIES LIMITED,3.0,False,False,False,True,1116690358.03,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.629467
L20218PY2010PLC001892,STEEL EXCHANGE INDIA LIMITED,3.0,False,False,False,True,273871545.65,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.632488
L16385AR2010PLC001893,STEL HOLDINGS LIMITED,3.0,False,False,False,True,672543487.78,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.635511
L77760MH2010PLC001894,STERLING TOOLS LIMITED,3.0,False,False,False,True,71318257.04,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.638660
L99259AP2010PLC001895,STL NETWORKS LIMITED,3.0,False,False,False,True,1373452346.09,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.641683
L20464NL2010PLC001896,STERLITE TECHNOLOGIES LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.644723
L56622TS2010PLC001897,STOVE KRAFT LIMITED,3.0,False,False,False,True,456350700.27,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.647866
L81497CG2010PLC001898,STUDDS ACCESSORIES LIMITED,3.0,False,False,False,True,616006560.86,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.650924
L92446MP2010PLC001899,SESHAASAI TECHNOLOGIES LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.654007
L50973MN2010PLC001900,STYLAM INDUSTRIES LIMITED,3.0,False,False,False,True,33499001.03,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.657050
L20849OR2010PLC001901,BAAZAR STYLE RETAIL LIMITED,3.0,False,False,False,True,61616969.91,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.660093
L89717SK2010PLC001902,STYRENIX PERFORMANCE MATERIALS,3.0,False,False,False,True,159676699.45,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.663098
L75391LD2010PLC001903,SUBEX LIMITED,3.0,False,False,False,True,503581765.06,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.666108
L41909WB2010PLC001904,SUBROS LIMITED,3.0,False,False,False,True,446948869.04,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.669109
L85480MZ2010PLC001905,SUDARSHAN COLORANTS INDIA LIMI,3.0,False,False,False,True,834942552.15,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.672139
L18121GA2010PLC001906,SUDARSHAN CHEMICAL INDUSTRIES ,3.0,False,False,False,True,204138446.89,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.675112
L79337GA2010PLC001907,SUDEEP PHARMA LIMITED,3.0,False,False,False,True,215787425.0,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.678119
L88483GJ2010PLC001908,SUKHJIT STARCH & CHEMICALS LIM,3.0,False,False,False,True,88367132.31,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.681269
L29846SK2010PLC001909,SULA VINEYARDS LIMITED,3.0,False,False,False,True,182288948.54,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.684276
L12591MZ2010PLC001910,SUMEET INDUSTRIES LIMITED,3.0,False,False,False,True,18837241.17,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.687392
L98958SK2010PLC001911,SUMITOMO CHEMICAL INDIA LIMITE,3.0,False,False,False,True,576399772.7,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.690429
L22541MZ2010PLC001912,SUMIT WOODS LIMITED,3.0,False,False,False,True,1303990140.48,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.693430
L61378MH2010PLC001913,SUMMIT SECURITIES LIMITED,3.0,False,False,False,True,1593984550.48,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.696406
L99978MN2010PLC001914,SUNDARAM CLAYTON LIMITED,3.0,False,False,False,True,398266851.42,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.699549
L37202MZ2010PLC001915,SUNDARAM MULTI PAP LIMITED,3.0,False,False,False,True,73557427.06,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.702653
L94348PY2010PLC001916,SUNDARAM FINANCE LIMITED,3.0,False,False,False,True,1274491728.25,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.705704
L36408AP2010PLC001917,SUNDARAM BRAKE LININGS LIMITED,3.0,False,False,False,True,23782211.93,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.708724
L77506MP2010PLC001918,SUNDRAM FASTENERS LIMITED,3.0,False,False,False,True,393379459.41,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.711879
L63493AP2010PLC001919,SUNDROP BRANDS LIMITED,3.0,False,False,False,True,259456980.07,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.715079
L23397AP2010PLC001920,SUNFLAG IRON AND STEEL COMPANY,3.0,False,False,False,True,438169826.94,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.718779
L99363GA2010PLC001921,SUN PHARMACEUTICAL INDUSTRIES ,3.0,False,False,False,True,322034589.07,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.721940
L21550JH2010PLC001922,SUNTECK REALTY LIMITED,3.0,False,False,False,True,968471267.77,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.725264
L30410AS2010PLC001923,SUN TV NETWORK LIMITED,3.0,False,False,False,True,682978048.78,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.728511
L85688TR2010PLC001924,SUPERHOUSE LIMITED,3.0,False,False,False,True,1025854761.08,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.731651
L10489AP2010PLC001925,SUPER SPINNING MILLS LIMITED,3.0,False,False,False,True,147859663.13,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.734824
L74697AP2010PLC001926,SUPRAJIT ENGINEERING LIMITED,3.0,False,False,False,True,341567249.25,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.737985
L24745AS2010PLC001927,SUPREME HOLDINGS & HOSPITALITY,3.0,False,False,False,True,226228940.38,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.741108
L67932TR2010PLC001928,SUPREME ENGINEERING LIMITED,3.0,False,False,False,True,888358496.04,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.745088
L84221MH2010PLC001929,SUPREME INDUSTRIES LIMITED,3.0,False,False,False,True,481167890.62,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.748394
L63838AP2010PLC001930,SUPREME INFRASTRUCTURE INDIA L,3.0,False,False,False,True,159378760.45,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.751780
L18944DD2010PLC001931,SUPRIYA LIFESCIENCE LIMITED,3.0,False,False,False,True,213552961.72,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.754927
L15819LD2010PLC001932,SURAJ ESTATE DEVELOPERS LIMITE,3.0,False,False,False,True,163547198.95,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:34.757981
