case_id,company_id,company_cin,sector,character_score,capacity_score,capital_score,collateral_score,conditions_score,composite_score,decision,character_label,capacity_label,capital_label,collateral_label,conditions_label,computed_at
CAM_01712,COMP_01712,L16265PY2010PLC001712,Communication Services,9.55,5.09,5.0,5.9,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.776755
CAM_01713,COMP_01713,L92339SK2010PLC001713,Consumer Cyclical,9.55,4.63,5.0,5.91,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.800005
CAM_01714,COMP_01714,L42061AR2010PLC001714,Basic Materials,9.55,4.53,5.0,5.82,6.5,6.46,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.822636
CAM_01715,COMP_01715,L60207WB2010PLC001715,Consumer Cyclical,9.55,4.61,5.0,5.94,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.845269
CAM_01716,COMP_01716,L63241MZ2010PLC001716,Basic Materials,9.55,4.57,5.0,5.8,6.5,6.47,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.868650
CAM_01717,COMP_01717,L44818AS2010PLC001717,Industrials,9.55,4.54,5.0,5.91,6.5,6.47,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.891621
CAM_01718,COMP_01718,L55422AR2010PLC001718,Basic Materials,7.59,5.03,5.0,5.95,5.5,5.93,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.914157
CAM_01719,COMP_01719,L58188MH2010PLC001719,Healthcare,7.87,5.06,5.0,5.91,6.2,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.936843
CAM_01720,COMP_01720,L17790LD2010PLC001720,Healthcare,8.23,5.27,5.0,5.87,6.5,6.29,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.959395
CAM_01721,COMP_01721,L99813TR2010PLC001721,Consumer Cyclical,9.55,4.46,5.0,5.98,6.5,6.45,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:14.983825
CAM_01722,COMP_01722,L92043AR2010PLC001722,Basic Materials,9.55,4.87,5.0,5.76,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.006778
CAM_01723,COMP_01723,L45700TN2010PLC001723,Consumer Defensive,9.55,5.12,5.0,5.93,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.029618
CAM_01724,COMP_01724,L35411MZ2010PLC001724,Consumer Cyclical,9.55,5.25,5.0,5.96,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.052017
CAM_01725,COMP_01725,L52268AS2010PLC001725,Basic Materials,8.33,5.06,5.0,5.89,6.5,6.26,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.075133
CAM_01726,COMP_01726,L34504LD2010PLC001726,Communication Services,9.55,5.17,5.0,5.98,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.098172
CAM_01727,COMP_01727,L70623GA2010PLC001727,Consumer Cyclical,9.55,5.26,5.0,5.95,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.121010
CAM_01728,COMP_01728,L34331SK2010PLC001728,Consumer Defensive,9.55,4.76,5.0,5.99,5.5,6.44,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.143594
CAM_01729,COMP_01729,L44048LD2010PLC001729,Technology,9.55,4.62,5.0,5.98,5.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.167346
CAM_01730,COMP_01730,L21410NL2010PLC001730,Healthcare,8.04,4.91,5.0,5.66,6.5,6.1,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.190898
CAM_01731,COMP_01731,L91893MH2010PLC001731,Basic Materials,9.55,4.81,5.0,5.89,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.214308
CAM_01732,COMP_01732,L73500LD2010PLC001732,Financial Services,9.55,4.63,5.0,5.97,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.237033
CAM_01733,COMP_01733,L44965SK2010PLC001733,Basic Materials,9.55,5.24,5.0,5.81,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.259627
CAM_01734,COMP_01734,L97258DN2010PLC001734,Industrials,9.55,5.29,5.0,5.96,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.281966
CAM_01735,COMP_01735,L43185DD2010PLC001735,Industrials,9.55,5.03,5.0,5.71,6.5,6.6,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.304319
CAM_01736,COMP_01736,L90334GJ2010PLC001736,Financial Services,9.55,5.65,5.0,5.89,6.5,6.8,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.327442
CAM_01737,COMP_01737,L73383GA2010PLC001737,Real Estate,9.55,4.18,5.0,5.77,4.5,6.15,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:07:15.350360
CAM_01738,COMP_01738,L18700OR2010PLC001738,Financial Services,9.55,4.76,5.0,5.75,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.373188
CAM_01739,COMP_01739,L43087AR2010PLC001739,Financial Services,9.01,4.99,5.0,5.71,6.5,6.42,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.396643
CAM_01740,COMP_01740,L28963SK2010PLC001740,Financial Services,7.64,4.84,5.0,5.65,6.5,5.96,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.430437
CAM_01741,COMP_01741,L12028PY2010PLC001741,Consumer Cyclical,8.25,5.21,5.0,6.0,6.5,6.29,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.458876
CAM_01742,COMP_01742,L39053CG2010PLC001742,Communication Services,9.55,5.2,5.0,5.85,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.481461
CAM_01743,COMP_01743,L55401TR2010PLC001743,Industrials,8.42,4.69,5.0,5.99,6.5,6.18,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.504195
CAM_01744,COMP_01744,L45231PY2010PLC001744,Industrials,9.55,5.29,5.0,5.94,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.529955
CAM_01745,COMP_01745,L45180MP2010PLC001745,Real Estate,9.55,4.77,5.0,5.65,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.554339
CAM_01746,COMP_01746,L34991GA2010PLC001746,Basic Materials,9.55,4.84,5.0,5.83,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.577953
CAM_01747,COMP_01747,L24836AS2010PLC001747,Consumer Defensive,9.55,5.21,5.0,5.91,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.600461
CAM_01748,COMP_01748,L69793GA2010PLC001748,Consumer Defensive,9.55,5.18,5.0,5.86,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.624580
CAM_01749,COMP_01749,L54742BR2010PLC001749,Industrials,9.55,5.09,5.0,5.87,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.647426
CAM_01750,COMP_01750,L71097KL2010PLC001750,Industrials,9.55,5.19,5.0,5.82,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.671075
CAM_01751,COMP_01751,L22390CG2010PLC001751,Technology,9.55,5.28,5.0,5.9,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.694848
CAM_01752,COMP_01752,L95235DD2010PLC001752,Industrials,8.98,5.05,5.0,5.89,6.5,6.45,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.722322
CAM_01753,COMP_01753,L22719AS2010PLC001753,Consumer Cyclical,9.55,4.45,5.0,5.94,6.5,6.44,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.746611
CAM_01754,COMP_01754,L42383DD2010PLC001754,Industrials,9.55,5.12,5.0,5.89,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.769576
CAM_01755,COMP_01755,L70861PY2010PLC001755,Consumer Cyclical,9.55,4.6,5.0,5.97,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.792341
CAM_01756,COMP_01756,L92721ML2010PLC001756,Healthcare,8.01,5.27,5.0,5.88,6.5,6.22,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.814653
CAM_01757,COMP_01757,L19727DN2010PLC001757,Industrials,8.33,5.07,5.0,5.99,5.5,6.17,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.836828
CAM_01758,COMP_01758,L91959PY2010PLC001758,Industrials,9.55,5.2,5.0,5.89,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.859187
CAM_01759,COMP_01759,L56132MZ2010PLC001759,Basic Materials,9.55,5.29,5.0,5.97,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.881717
CAM_01760,COMP_01760,L54652PY2010PLC001760,Consumer Cyclical,9.55,5.17,5.0,5.99,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.904620
CAM_01761,COMP_01761,L64021MP2010PLC001761,Industrials,9.55,4.75,5.0,5.84,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.927418
CAM_01762,COMP_01762,L71419NL2010PLC001762,Industrials,9.55,5.25,5.0,5.84,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.949808
CAM_01763,COMP_01763,L95648TR2010PLC001763,Basic Materials,9.55,5.09,5.0,5.96,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.974529
CAM_01764,COMP_01764,L56989MH2010PLC001764,Consumer Cyclical,9.55,5.11,5.0,5.93,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:15.997763
CAM_01765,COMP_01765,L39031KL2010PLC001765,Financial Services,9.06,5.57,5.0,5.94,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.021285
CAM_01766,COMP_01766,L18892AP2010PLC001766,Industrials,9.55,4.75,5.0,5.89,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.044489
CAM_01767,COMP_01767,L49974MP2010PLC001767,Consumer Cyclical,9.55,5.26,5.0,5.93,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.066794
CAM_01768,COMP_01768,L55828TN2010PLC001768,Industrials,9.55,4.63,5.0,5.97,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.089244
CAM_01769,COMP_01769,L87471MZ2010PLC001769,Industrials,7.57,5.11,5.0,5.74,6.5,6.03,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.112187
CAM_01770,COMP_01770,L81686JH2010PLC001770,Basic Materials,9.55,5.24,5.0,5.93,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.135675
CAM_01771,COMP_01771,L54874JH2010PLC001771,Basic Materials,8.98,5.24,5.0,5.98,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.159730
CAM_01772,COMP_01772,L25551TR2010PLC001772,Basic Materials,7.59,5.22,5.0,5.86,6.5,6.08,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.183034
CAM_01773,COMP_01773,L22570TN2010PLC001773,Industrials,9.55,4.8,5.0,5.89,6.5,6.54,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.206847
CAM_01774,COMP_01774,L82962AP2010PLC001774,Healthcare,8.07,4.85,5.0,5.87,6.5,6.11,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.232595
CAM_01775,COMP_01775,L23479CG2010PLC001775,Basic Materials,9.55,5.28,5.0,5.94,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.255691
CAM_01776,COMP_01776,L53098CG2010PLC001776,Consumer Cyclical,9.55,5.16,5.0,5.96,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.278327
CAM_01777,COMP_01777,L52294NL2010PLC001777,Consumer Defensive,9.55,5.02,5.0,5.84,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.301446
CAM_01778,COMP_01778,L82194TS2010PLC001778,Industrials,9.55,4.84,5.0,5.99,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.323909
CAM_01779,COMP_01779,L40191PY2010PLC001779,Consumer Cyclical,9.55,5.24,5.0,5.97,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.346521
CAM_01780,COMP_01780,L54589TN2010PLC001780,Basic Materials,9.55,5.19,5.0,5.75,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.369023
CAM_01781,COMP_01781,L92184AS2010PLC001781,Consumer Cyclical,9.55,4.85,5.0,5.88,6.5,6.56,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.391793
CAM_01782,COMP_01782,L34573AN2010PLC001782,Financial Services,9.55,4.59,5.0,5.91,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.414942
CAM_01783,COMP_01783,L82407AS2010PLC001783,Consumer Cyclical,9.55,5.28,5.0,5.91,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.437583
CAM_01784,COMP_01784,L19934DN2010PLC001784,Communication Services,9.55,4.35,5.0,5.66,6.5,6.39,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.475093
CAM_01785,COMP_01785,L81380ML2010PLC001785,Industrials,9.55,4.91,5.0,5.96,6.5,6.58,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.499277
CAM_01786,COMP_01786,L35026AP2010PLC001786,Healthcare,8.16,4.9,5.0,5.91,6.5,6.16,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.523975
CAM_01787,COMP_01787,L29703MN2010PLC001787,Basic Materials,9.55,5.09,5.0,5.86,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.548228
CAM_01788,COMP_01788,L22280MZ2010PLC001788,Consumer Cyclical,9.55,5.07,5.0,5.96,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.570725
CAM_01789,COMP_01789,L43150KL2010PLC001789,Consumer Cyclical,9.55,4.81,5.0,5.93,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.593117
CAM_01790,COMP_01790,L78064KA2010PLC001790,Consumer Cyclical,9.55,5.06,5.0,5.98,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.616736
CAM_01791,COMP_01791,L15522MP2010PLC001791,Basic Materials,9.55,5.1,5.0,5.93,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.639247
CAM_01792,COMP_01792,L48758MP2010PLC001792,Basic Materials,9.04,5.11,5.0,5.91,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.662946
CAM_01793,COMP_01793,L29435AP2010PLC001793,Consumer Cyclical,9.55,5.0,5.0,5.79,6.5,6.59,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.685201
CAM_01794,COMP_01794,L13764WB2010PLC001794,Real Estate,9.55,4.77,5.0,5.65,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.713775
CAM_01795,COMP_01795,L69246TS2010PLC001795,Basic Materials,9.55,5.15,5.0,5.87,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.740620
CAM_01796,COMP_01796,L66959MZ2010PLC001796,Basic Materials,9.55,4.42,5.0,5.98,6.5,6.44,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.763809
CAM_01797,COMP_01797,L36084ML2010PLC001797,Industrials,9.55,5.2,5.0,5.81,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.787051
CAM_01798,COMP_01798,L42782TS2010PLC001798,Basic Materials,9.55,5.14,5.0,5.98,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.809485
CAM_01799,COMP_01799,L63874WB2010PLC001799,Consumer Cyclical,9.55,4.83,5.0,5.89,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.831635
CAM_01800,COMP_01800,L83858SK2010PLC001800,Basic Materials,7.69,5.28,5.0,5.88,6.5,6.13,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.854129
CAM_01801,COMP_01801,L38354BR2010PLC001801,Basic Materials,9.55,5.18,5.0,5.93,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.876246
CAM_01802,COMP_01802,L55318TS2010PLC001802,Consumer Cyclical,9.55,4.85,5.0,5.98,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.899035
CAM_01803,COMP_01803,L55929DN2010PLC001803,Consumer Cyclical,9.55,4.62,5.0,5.98,5.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.921415
CAM_01804,COMP_01804,L44505AN2010PLC001804,Financial Services,7.59,4.65,5.0,5.95,6.5,5.92,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.943632
CAM_01805,COMP_01805,L76736DN2010PLC001805,Real Estate,9.55,5.13,5.0,5.74,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.966030
CAM_01806,COMP_01806,L33810TS2010PLC001806,Basic Materials,9.55,4.55,5.0,5.78,6.5,6.46,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:16.989708
CAM_01807,COMP_01807,L60620TS2010PLC001807,Basic Materials,9.55,5.28,5.0,5.97,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.013368
CAM_01808,COMP_01808,L11512CG2010PLC001808,Technology,9.55,5.04,5.0,5.96,6.5,6.62,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.036090
CAM_01809,COMP_01809,L71168TN2010PLC001809,Industrials,9.55,5.28,5.0,5.93,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.058738
CAM_01810,COMP_01810,L49692BR2010PLC001810,Industrials,8.34,4.51,5.0,5.81,6.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.081173
CAM_01811,COMP_01811,L26075DD2010PLC001811,Healthcare,8.17,5.26,5.0,5.84,6.5,6.26,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.104342
CAM_01812,COMP_01812,L50407WB2010PLC001812,Industrials,7.57,5.16,5.0,5.88,6.5,6.06,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.126776
CAM_01813,COMP_01813,L28034BR2010PLC001813,Technology,9.55,4.95,5.0,5.77,6.5,6.58,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.149863
CAM_01814,COMP_01814,L33866GJ2010PLC001814,Industrials,9.55,4.79,5.0,5.94,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.172291
CAM_01815,COMP_01815,L57829AS2010PLC001815,Real Estate,8.36,4.19,5.0,5.65,6.5,5.98,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.194924
CAM_01816,COMP_01816,L96564MH2010PLC001816,Communication Services,9.55,5.06,5.0,5.8,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.217736
CAM_01817,COMP_01817,L26839SK2010PLC001817,Basic Materials,9.55,4.33,5.0,5.93,6.5,6.41,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.240832
CAM_01818,COMP_01818,L23238MP2010PLC001818,Consumer Cyclical,9.55,5.21,5.0,5.92,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.263483
CAM_01819,COMP_01819,L24866DN2010PLC001819,Consumer Cyclical,9.55,5.16,5.0,5.88,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.286694
CAM_01820,COMP_01820,L53940DN2010PLC001820,Financial Services,9.55,5.0,5.0,5.9,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.309125
CAM_01821,COMP_01821,L39719MN2010PLC001821,Communication Services,9.55,4.87,5.0,5.94,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.333067
CAM_01822,COMP_01822,L15907TN2010PLC001822,Technology,9.55,4.45,5.0,5.65,6.5,6.42,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.356600
CAM_01823,COMP_01823,L90350MN2010PLC001823,Consumer Defensive,9.55,4.63,5.0,5.97,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.380893
CAM_01824,COMP_01824,L82087JH2010PLC001824,Industrials,9.55,5.25,5.0,5.93,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.404243
CAM_01825,COMP_01825,L55937LD2010PLC001825,Consumer Cyclical,9.55,5.26,5.0,5.88,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.426886
CAM_01826,COMP_01826,L40399CG2010PLC001826,Industrials,9.55,5.21,5.0,5.92,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.449607
CAM_01827,COMP_01827,L13753DN2010PLC001827,Consumer Cyclical,9.55,4.54,5.0,5.98,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.472161
CAM_01828,COMP_01828,L84251AN2010PLC001828,Basic Materials,9.55,5.0,5.0,5.93,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.508902
CAM_01829,COMP_01829,L10754MN2010PLC001829,Industrials,9.55,5.14,5.0,5.92,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:17.536465
