case_id,company_id,company_cin,sector,anomaly_score_raw,anomaly_score_normalized,isolation_forest_label,anomaly_classification,feature_percentile_ranks,n_sector_peers,model_n_estimators,processed_timestamp
CAM_02153,COMP_02153,L71239ML2010PLC002153,Consumer Cyclical,-0.449985,0.8672,normal,normal,"{""dscr"": 55.5, ""debt_to_equity"": 20.0, ""interest_coverage"": 41.3, ""ebitda_margin"": 38.5, ""pat_margin"": 42.5}",431,200,2026-03-12T13:20:12.814120
CAM_02155,COMP_02155,L18202OR2010PLC002155,Consumer Cyclical,-0.480472,0.7595,normal,normal,"{""dscr"": 4.9, ""debt_to_equity"": 93.7, ""interest_coverage"": 10.4, ""ebitda_margin"": 62.2, ""pat_margin"": 36.0}",431,200,2026-03-12T13:20:12.814294
CAM_02156,COMP_02156,L99846MP2010PLC002156,Consumer Cyclical,-0.475672,0.7764,normal,normal,"{""dscr"": 74.0, ""debt_to_equity"": 54.3, ""interest_coverage"": 74.2, ""ebitda_margin"": 87.9, ""pat_margin"": 94.7}",431,200,2026-03-12T13:20:12.814603
CAM_02163,COMP_02163,L21262AP2010PLC002163,Consumer Cyclical,-0.524946,0.6023,normal,normal,"{""dscr"": 1.9, ""debt_to_equity"": 100.0, ""interest_coverage"": 5.8, ""ebitda_margin"": 34.6, ""pat_margin"": 16.2}",431,200,2026-03-12T13:20:12.814931
CAM_02168,COMP_02168,L62997WB2010PLC002168,Consumer Cyclical,-0.453095,0.8562,normal,normal,"{""dscr"": 45.9, ""debt_to_equity"": 71.7, ""interest_coverage"": 74.7, ""ebitda_margin"": 62.4, ""pat_margin"": 71.5}",431,200,2026-03-12T13:20:12.815213
CAM_02169,COMP_02169,L18219BR2010PLC002169,Consumer Cyclical,-0.486457,0.7383,normal,normal,"{""dscr"": 70.3, ""debt_to_equity"": 7.9, ""interest_coverage"": 42.7, ""ebitda_margin"": 10.7, ""pat_margin"": 15.3}",431,200,2026-03-12T13:20:12.815496
CAM_02172,COMP_02172,L22462TN2010PLC002172,Consumer Cyclical,-0.507997,0.6622,normal,normal,"{""dscr"": 36.7, ""debt_to_equity"": 90.0, ""interest_coverage"": 43.4, ""ebitda_margin"": 97.4, ""pat_margin"": 98.1}",431,200,2026-03-12T13:20:12.815827
CAM_02180,COMP_02180,L31674DN2010PLC002180,Consumer Cyclical,-0.55211,0.5063,outlier,anomalous,"{""dscr"": 97.9, ""debt_to_equity"": 11.6, ""interest_coverage"": 97.7, ""ebitda_margin"": 52.0, ""pat_margin"": 77.5}",431,200,2026-03-12T13:20:12.816120
CAM_02185,COMP_02185,L86519GJ2010PLC002185,Consumer Cyclical,-0.628897,0.235,outlier,anomalous,"{""dscr"": 98.8, ""debt_to_equity"": 18.8, ""interest_coverage"": 99.5, ""ebitda_margin"": 55.7, ""pat_margin"": 85.2}",431,200,2026-03-12T13:20:12.816413
CAM_02191,COMP_02191,L58257AS2010PLC002191,Consumer Cyclical,-0.454337,0.8518,normal,normal,"{""dscr"": 41.1, ""debt_to_equity"": 28.1, ""interest_coverage"": 29.5, ""ebitda_margin"": 30.4, ""pat_margin"": 29.0}",431,200,2026-03-12T13:20:12.816753
CAM_02192,COMP_02192,L29551AR2010PLC002192,Consumer Cyclical,-0.458312,0.8378,normal,normal,"{""dscr"": 8.8, ""debt_to_equity"": 86.1, ""interest_coverage"": 28.8, ""ebitda_margin"": 31.8, ""pat_margin"": 29.9}",431,200,2026-03-12T13:20:12.817047
CAM_02196,COMP_02196,L62079BR2010PLC002196,Consumer Cyclical,-0.481519,0.7558,normal,normal,"{""dscr"": 85.8, ""debt_to_equity"": 17.6, ""interest_coverage"": 88.4, ""ebitda_margin"": 23.7, ""pat_margin"": 42.9}",431,200,2026-03-12T13:20:12.817343
CAM_02198,COMP_02198,L69594AN2010PLC002198,Consumer Cyclical,-0.533281,0.5729,outlier,anomalous,"{""dscr"": 84.5, ""debt_to_equity"": 47.3, ""interest_coverage"": 83.1, ""ebitda_margin"": 87.5, ""pat_margin"": 99.3}",431,200,2026-03-12T13:20:12.817753
CAM_02201,COMP_02201,L72972TS2010PLC002201,Consumer Cyclical,-0.437173,0.9125,normal,normal,"{""dscr"": 71.2, ""debt_to_equity"": 46.4, ""interest_coverage"": 73.3, ""ebitda_margin"": 76.3, ""pat_margin"": 82.6}",431,200,2026-03-12T13:20:12.818055
CAM_02202,COMP_02202,L12602DD2010PLC002202,Consumer Cyclical,-0.461061,0.8281,normal,normal,"{""dscr"": 16.7, ""debt_to_equity"": 97.2, ""interest_coverage"": 28.1, ""ebitda_margin"": 65.0, ""pat_margin"": 50.1}",431,200,2026-03-12T13:20:12.818339
CAM_02206,COMP_02206,L79583PY2010PLC002206,Consumer Cyclical,-0.532413,0.5759,outlier,anomalous,"{""dscr"": 5.8, ""debt_to_equity"": 51.7, ""interest_coverage"": 4.2, ""ebitda_margin"": 12.5, ""pat_margin"": 0.7}",431,200,2026-03-12T13:20:12.818678
CAM_02210,COMP_02210,L24196MN2010PLC002210,Consumer Cyclical,-0.541719,0.543,outlier,anomalous,"{""dscr"": 96.1, ""debt_to_equity"": 9.3, ""interest_coverage"": 94.9, ""ebitda_margin"": 25.5, ""pat_margin"": 46.4}",431,200,2026-03-12T13:20:12.818975
CAM_02211,COMP_02211,L69464DN2010PLC002211,Consumer Cyclical,-0.458695,0.8364,normal,normal,"{""dscr"": 14.2, ""debt_to_equity"": 93.3, ""interest_coverage"": 29.9, ""ebitda_margin"": 91.4, ""pat_margin"": 71.7}",431,200,2026-03-12T13:20:12.819222
CAM_02220,COMP_02220,L72752OR2010PLC002220,Consumer Cyclical,-0.430084,0.9375,normal,normal,"{""dscr"": 57.5, ""debt_to_equity"": 38.3, ""interest_coverage"": 62.2, ""ebitda_margin"": 23.0, ""pat_margin"": 32.9}",431,200,2026-03-12T13:20:12.819419
CAM_02227,COMP_02227,L66045GA2010PLC002227,Consumer Cyclical,-0.57099,0.4396,outlier,anomalous,"{""dscr"": 89.6, ""debt_to_equity"": 4.9, ""interest_coverage"": 73.8, ""ebitda_margin"": 0.5, ""pat_margin"": 2.3}",431,200,2026-03-12T13:20:12.819711
CAM_02231,COMP_02231,L35969NL2010PLC002231,Consumer Cyclical,-0.447032,0.8776,normal,normal,"{""dscr"": 71.9, ""debt_to_equity"": 17.2, ""interest_coverage"": 56.4, ""ebitda_margin"": 22.7, ""pat_margin"": 32.0}",431,200,2026-03-12T13:20:12.819923
CAM_02233,COMP_02233,L12070BR2010PLC002233,Consumer Cyclical,-0.494545,0.7097,normal,normal,"{""dscr"": 39.2, ""debt_to_equity"": 14.8, ""interest_coverage"": 20.9, ""ebitda_margin"": 8.8, ""pat_margin"": 7.4}",431,200,2026-03-12T13:20:12.820109
CAM_00026,COMP_00026,L99803NL2010PLC000026,Consumer Defensive,-0.45195,0.8553,normal,normal,"{""dscr"": 49.4, ""debt_to_equity"": 31.2, ""interest_coverage"": 36.9, ""ebitda_margin"": 9.4, ""pat_margin"": 16.2}",160,200,2026-03-12T13:20:13.416196
CAM_00047,COMP_00047,L34538MH2010PLC000047,Consumer Defensive,-0.490121,0.7042,normal,normal,"{""dscr"": 4.4, ""debt_to_equity"": 64.4, ""interest_coverage"": 1.9, ""ebitda_margin"": 38.1, ""pat_margin"": 6.9}",160,200,2026-03-12T13:20:13.416424
CAM_00073,COMP_00073,L27870TN2010PLC000073,Consumer Defensive,-0.473643,0.7694,normal,normal,"{""dscr"": 40.0, ""debt_to_equity"": 71.9, ""interest_coverage"": 38.8, ""ebitda_margin"": 96.2, ""pat_margin"": 77.5}",160,200,2026-03-12T13:20:13.416634
CAM_00087,COMP_00087,L94222TR2010PLC000087,Consumer Defensive,-0.449574,0.8647,normal,normal,"{""dscr"": 80.0, ""debt_to_equity"": 35.6, ""interest_coverage"": 73.8, ""ebitda_margin"": 79.4, ""pat_margin"": 84.4}",160,200,2026-03-12T13:20:13.416808
CAM_00107,COMP_00107,L24915AR2010PLC000107,Consumer Defensive,-0.476392,0.7585,normal,normal,"{""dscr"": 53.8, ""debt_to_equity"": 81.9, ""interest_coverage"": 62.5, ""ebitda_margin"": 92.5, ""pat_margin"": 91.9}",160,200,2026-03-12T13:20:13.416980
CAM_00115,COMP_00115,L26507MP2010PLC000115,Consumer Defensive,-0.467324,0.7944,normal,normal,"{""dscr"": 43.1, ""debt_to_equity"": 20.0, ""interest_coverage"": 26.2, ""ebitda_margin"": 6.2, ""pat_margin"": 9.4}",160,200,2026-03-12T13:20:13.417141
CAM_00127,COMP_00127,L22813AN2010PLC000127,Consumer Defensive,-0.478227,0.7512,normal,normal,"{""dscr"": 78.8, ""debt_to_equity"": 58.1, ""interest_coverage"": 80.0, ""ebitda_margin"": 50.0, ""pat_margin"": 64.4}",160,200,2026-03-12T13:20:13.417297
CAM_00140,COMP_00140,L67121NL2010PLC000140,Consumer Defensive,-0.469119,0.7873,normal,normal,"{""dscr"": 33.1, ""debt_to_equity"": 93.1, ""interest_coverage"": 55.0, ""ebitda_margin"": 90.6, ""pat_margin"": 83.8}",160,200,2026-03-12T13:20:13.417454
CAM_00148,COMP_00148,L20794MH2010PLC000148,Consumer Defensive,-0.457867,0.8318,normal,normal,"{""dscr"": 37.5, ""debt_to_equity"": 21.9, ""interest_coverage"": 23.1, ""ebitda_margin"": 13.8, ""pat_margin"": 14.4}",160,200,2026-03-12T13:20:13.417731
CAM_00173,COMP_00173,L40605GJ2010PLC000173,Consumer Defensive,-0.470204,0.783,normal,normal,"{""dscr"": 82.5, ""debt_to_equity"": 10.0, ""interest_coverage"": 80.6, ""ebitda_margin"": 20.6, ""pat_margin"": 38.8}",160,200,2026-03-12T13:20:13.417943
CAM_00186,COMP_00186,L79149DN2010PLC000186,Consumer Defensive,-0.48602,0.7204,normal,normal,"{""dscr"": 86.2, ""debt_to_equity"": 31.9, ""interest_coverage"": 89.4, ""ebitda_margin"": 53.1, ""pat_margin"": 70.0}",160,200,2026-03-12T13:20:13.418130
CAM_00211,COMP_00211,L82225DD2010PLC000211,Consumer Defensive,-0.486014,0.7204,normal,normal,"{""dscr"": 93.8, ""debt_to_equity"": 13.1, ""interest_coverage"": 91.9, ""ebitda_margin"": 37.5, ""pat_margin"": 60.0}",160,200,2026-03-12T13:20:13.418307
CAM_00214,COMP_00214,L50042LD2010PLC000214,Consumer Defensive,-0.432392,0.9327,normal,normal,"{""dscr"": 22.5, ""debt_to_equity"": 53.1, ""interest_coverage"": 11.9, ""ebitda_margin"": 46.9, ""pat_margin"": 27.5}",160,200,2026-03-12T13:20:13.418483
CAM_00222,COMP_00222,L99987SK2010PLC000222,Consumer Defensive,-0.42285,0.9704,normal,normal,"{""dscr"": 20.0, ""debt_to_equity"": 46.9, ""interest_coverage"": 21.9, ""ebitda_margin"": 22.5, ""pat_margin"": 20.0}",160,200,2026-03-12T13:20:13.418697
CAM_00233,COMP_00233,L70199AS2010PLC000233,Consumer Defensive,-0.450236,0.862,normal,normal,"{""dscr"": 79.4, ""debt_to_equity"": 17.5, ""interest_coverage"": 78.1, ""ebitda_margin"": 43.1, ""pat_margin"": 59.4}",160,200,2026-03-12T13:20:13.418856
CAM_00238,COMP_00238,L53438DD2010PLC000238,Consumer Defensive,-0.425624,0.9595,normal,normal,"{""dscr"": 29.4, ""debt_to_equity"": 45.6, ""interest_coverage"": 25.6, ""ebitda_margin"": 25.0, ""pat_margin"": 22.5}",160,200,2026-03-12T13:20:13.419011
CAM_00251,COMP_00251,L63022GA2010PLC000251,Consumer Defensive,-0.447934,0.8711,normal,normal,"{""dscr"": 73.8, ""debt_to_equity"": 36.2, ""interest_coverage"": 59.4, ""ebitda_margin"": 13.1, ""pat_margin"": 26.2}",160,200,2026-03-12T13:20:13.419165
CAM_00254,COMP_00254,L19627GA2010PLC000254,Consumer Defensive,-0.587325,0.3194,outlier,anomalous,"{""dscr"": 96.9, ""debt_to_equity"": 1.2, ""interest_coverage"": 96.9, ""ebitda_margin"": 19.4, ""pat_margin"": 48.8}",160,200,2026-03-12T13:20:13.419320
CAM_00269,COMP_00269,L26464ML2010PLC000269,Consumer Defensive,-0.479034,0.7481,normal,normal,"{""dscr"": 71.9, ""debt_to_equity"": 11.2, ""interest_coverage"": 45.6, ""ebitda_margin"": 7.5, ""pat_margin"": 16.9}",160,200,2026-03-12T13:20:13.419478
CAM_00272,COMP_00272,L83517AS2010PLC000272,Consumer Defensive,-0.474989,0.7641,normal,normal,"{""dscr"": 46.2, ""debt_to_equity"": 73.1, ""interest_coverage"": 56.2, ""ebitda_margin"": 31.9, ""pat_margin"": 41.9}",160,200,2026-03-12T13:20:13.419667
CAM_00276,COMP_00276,L61069GJ2010PLC000276,Consumer Defensive,-0.507141,0.6368,normal,normal,"{""dscr"": 71.2, ""debt_to_equity"": 25.0, ""interest_coverage"": 58.1, ""ebitda_margin"": 1.2, ""pat_margin"": 8.8}",160,200,2026-03-12T13:20:13.419830
CAM_00303,COMP_00303,L17407MP2010PLC000303,Consumer Defensive,-0.448195,0.8701,normal,normal,"{""dscr"": 78.1, ""debt_to_equity"": 23.1, ""interest_coverage"": 85.6, ""ebitda_margin"": 55.0, ""pat_margin"": 67.5}",160,200,2026-03-12T13:20:13.419984
CAM_00340,COMP_00340,L40518CG2010PLC000340,Consumer Defensive,-0.456878,0.8357,normal,normal,"{""dscr"": 66.9, ""debt_to_equity"": 50.0, ""interest_coverage"": 66.9, ""ebitda_margin"": 91.2, ""pat_margin"": 91.2}",160,200,2026-03-12T13:20:13.420137
CAM_00374,COMP_00374,L24642KL2010PLC000374,Consumer Defensive,-0.445254,0.8818,normal,normal,"{""dscr"": 50.0, ""debt_to_equity"": 70.6, ""interest_coverage"": 60.0, ""ebitda_margin"": 65.6, ""pat_margin"": 68.1}",160,200,2026-03-12T13:20:13.420290
CAM_00414,COMP_00414,L30706GA2010PLC000414,Consumer Defensive,-0.566854,0.4005,outlier,anomalous,"{""dscr"": 97.5, ""debt_to_equity"": 12.5, ""interest_coverage"": 98.1, ""ebitda_margin"": 31.2, ""pat_margin"": 58.8}",160,200,2026-03-12T13:20:13.420444
CAM_00415,COMP_00415,L68910KA2010PLC000415,Consumer Defensive,-0.549133,0.4706,outlier,anomalous,"{""dscr"": 21.9, ""debt_to_equity"": 78.1, ""interest_coverage"": 26.9, ""ebitda_margin"": 99.4, ""pat_margin"": 88.8}",160,200,2026-03-12T13:20:13.420627
CAM_00419,COMP_00419,L12479TN2010PLC000419,Consumer Defensive,-0.448759,0.8679,normal,normal,"{""dscr"": 76.2, ""debt_to_equity"": 46.2, ""interest_coverage"": 81.9, ""ebitda_margin"": 55.6, ""pat_margin"": 66.9}",160,200,2026-03-12T13:20:13.420790
CAM_00424,COMP_00424,L16453PY2010PLC000424,Consumer Defensive,-0.553195,0.4545,outlier,anomalous,"{""dscr"": 0.6, ""debt_to_equity"": 99.4, ""interest_coverage"": 2.5, ""ebitda_margin"": 51.2, ""pat_margin"": 15.6}",160,200,2026-03-12T13:20:13.420945
CAM_00426,COMP_00426,L18797BR2010PLC000426,Consumer Defensive,-0.501529,0.659,normal,normal,"{""dscr"": 90.6, ""debt_to_equity"": 11.9, ""interest_coverage"": 88.1, ""ebitda_margin"": 64.4, ""pat_margin"": 81.2}",160,200,2026-03-12T13:20:13.421097
CAM_00440,COMP_00440,L32686NL2010PLC000440,Consumer Defensive,-0.437227,0.9135,normal,normal,"{""dscr"": 61.3, ""debt_to_equity"": 51.9, ""interest_coverage"": 54.4, ""ebitda_margin"": 33.1, ""pat_margin"": 42.5}",160,200,2026-03-12T13:20:13.421250
CAM_00448,COMP_00448,L19700TS2010PLC000448,Consumer Defensive,-0.450769,0.8599,normal,normal,"{""dscr"": 58.8, ""debt_to_equity"": 61.9, ""interest_coverage"": 71.9, ""ebitda_margin"": 89.4, ""pat_margin"": 93.1}",160,200,2026-03-12T13:20:13.421403
CAM_00457,COMP_00457,L97091NL2010PLC000457,Consumer Defensive,-0.440455,0.9008,normal,normal,"{""dscr"": 12.5, ""debt_to_equity"": 65.6, ""interest_coverage"": 8.8, ""ebitda_margin"": 40.0, ""pat_margin"": 21.2}",160,200,2026-03-12T13:20:13.421588
CAM_00463,COMP_00463,L84919AR2010PLC000463,Consumer Defensive,-0.481756,0.7373,normal,normal,"{""dscr"": 38.8, ""debt_to_equity"": 56.9, ""interest_coverage"": 40.0, ""ebitda_margin"": 3.8, ""pat_margin"": 8.1}",160,200,2026-03-12T13:20:13.421751
CAM_00465,COMP_00465,L94011AS2010PLC000465,Consumer Defensive,-0.484819,0.7252,normal,normal,"{""dscr"": 41.2, ""debt_to_equity"": 98.1, ""interest_coverage"": 52.5, ""ebitda_margin"": 84.4, ""pat_margin"": 75.6}",160,200,2026-03-12T13:20:13.421905
CAM_00471,COMP_00471,L47642TN2010PLC000471,Consumer Defensive,-0.545795,0.4838,normal,normal,"{""dscr"": 88.8, ""debt_to_equity"": 21.2, ""interest_coverage"": 93.8, ""ebitda_margin"": 83.1, ""pat_margin"": 99.4}",160,200,2026-03-12T13:20:13.422060
CAM_00475,COMP_00475,L76041KA2010PLC000475,Consumer Defensive,-0.450149,0.8624,normal,normal,"{""dscr"": 48.1, ""debt_to_equity"": 44.4, ""interest_coverage"": 65.6, ""ebitda_margin"": 30.0, ""pat_margin"": 45.0}",160,200,2026-03-12T13:20:13.422214
CAM_00486,COMP_00486,L21116JH2010PLC000486,Consumer Defensive,-0.435129,0.9218,normal,normal,"{""dscr"": 15.0, ""debt_to_equity"": 90.0, ""interest_coverage"": 27.5, ""ebitda_margin"": 51.9, ""pat_margin"": 40.0}",160,200,2026-03-12T13:20:13.422372
CAM_00506,COMP_00506,L91969DN2010PLC000506,Consumer Defensive,-0.447315,0.8736,normal,normal,"{""dscr"": 27.5, ""debt_to_equity"": 75.6, ""interest_coverage"": 25.0, ""ebitda_margin"": 76.2, ""pat_margin"": 57.5}",160,200,2026-03-12T13:20:13.422561
CAM_00515,COMP_00515,L75935MH2010PLC000515,Consumer Defensive,-0.436079,0.9181,normal,normal,"{""dscr"": 73.1, ""debt_to_equity"": 27.5, ""interest_coverage"": 68.8, ""ebitda_margin"": 81.2, ""pat_margin"": 81.9}",160,200,2026-03-12T13:20:13.422738
CAM_00529,COMP_00529,L20322SK2010PLC000529,Consumer Defensive,-0.478934,0.7484,normal,normal,"{""dscr"": 83.8, ""debt_to_equity"": 7.5, ""interest_coverage"": 84.4, ""ebitda_margin"": 35.0, ""pat_margin"": 53.1}",160,200,2026-03-12T13:20:13.422899
CAM_00532,COMP_00532,L77430ML2010PLC000532,Consumer Defensive,-0.462724,0.8126,normal,normal,"{""dscr"": 18.1, ""debt_to_equity"": 88.1, ""interest_coverage"": 39.4, ""ebitda_margin"": 32.5, ""pat_margin"": 33.1}",160,200,2026-03-12T13:20:13.423055
CAM_00547,COMP_00547,L18465JH2010PLC000547,Consumer Defensive,-0.531269,0.5413,normal,normal,"{""dscr"": 95.6, ""debt_to_equity"": 4.4, ""interest_coverage"": 93.1, ""ebitda_margin"": 43.8, ""pat_margin"": 65.6}",160,200,2026-03-12T13:20:13.423208
CAM_00550,COMP_00550,L87786KL2010PLC000550,Consumer Defensive,-0.430358,0.9407,normal,normal,"{""dscr"": 32.5, ""debt_to_equity"": 63.7, ""interest_coverage"": 46.2, ""ebitda_margin"": 54.4, ""pat_margin"": 51.9}",160,200,2026-03-12T13:20:13.423360
CAM_00564,COMP_00564,L55366AN2010PLC000564,Consumer Defensive,-0.556563,0.4412,outlier,anomalous,"{""dscr"": 98.1, ""debt_to_equity"": 5.6, ""interest_coverage"": 96.2, ""ebitda_margin"": 52.5, ""pat_margin"": 73.8}",160,200,2026-03-12T13:20:13.423540
CAM_00577,COMP_00577,L13308AS2010PLC000577,Consumer Defensive,-0.437549,0.9122,normal,normal,"{""dscr"": 40.6, ""debt_to_equity"": 35.0, ""interest_coverage"": 36.2, ""ebitda_margin"": 18.8, ""pat_margin"": 23.1}",160,200,2026-03-12T13:20:13.423711
CAM_00605,COMP_00605,L82609TR2010PLC000605,Consumer Defensive,-0.464742,0.8046,normal,normal,"{""dscr"": 81.2, ""debt_to_equity"": 28.7, ""interest_coverage"": 78.8, ""ebitda_margin"": 80.6, ""pat_margin"": 88.1}",160,200,2026-03-12T13:20:13.423869
CAM_00652,COMP_00652,L28656MP2010PLC000652,Consumer Defensive,-0.445716,0.8799,normal,normal,"{""dscr"": 45.6, ""debt_to_equity"": 84.4, ""interest_coverage"": 40.6, ""ebitda_margin"": 73.1, ""pat_margin"": 63.1}",160,200,2026-03-12T13:20:13.424022
CAM_00660,COMP_00660,L81933MN2010PLC000660,Consumer Defensive,-0.437881,0.9109,normal,normal,"{""dscr"": 60.0, ""debt_to_equity"": 43.8, ""interest_coverage"": 49.4, ""ebitda_margin"": 66.2, ""pat_margin"": 63.7}",160,200,2026-03-12T13:20:13.424175
CAM_00669,COMP_00669,L33933MZ2010PLC000669,Consumer Defensive,-0.429456,0.9443,normal,normal,"{""dscr"": 26.2, ""debt_to_equity"": 59.4, ""interest_coverage"": 14.4, ""ebitda_margin"": 41.9, ""pat_margin"": 29.4}",160,200,2026-03-12T13:20:13.424326
CAM_00672,COMP_00672,L95973WB2010PLC000672,Consumer Defensive,-0.437435,0.9127,normal,normal,"{""dscr"": 59.4, ""debt_to_equity"": 68.8, ""interest_coverage"": 53.1, ""ebitda_margin"": 57.5, ""pat_margin"": 58.1}",160,200,2026-03-12T13:20:13.424476
CAM_00696,COMP_00696,L55148KA2010PLC000696,Consumer Defensive,-0.474582,0.7657,normal,normal,"{""dscr"": 86.9, ""debt_to_equity"": 19.4, ""interest_coverage"": 82.5, ""ebitda_margin"": 73.8, ""pat_margin"": 86.9}",160,200,2026-03-12T13:20:13.424667
CAM_00697,COMP_00697,L68878AN2010PLC000697,Consumer Defensive,-0.438807,0.9073,normal,normal,"{""dscr"": 33.8, ""debt_to_equity"": 34.4, ""interest_coverage"": 20.6, ""ebitda_margin"": 25.6, ""pat_margin"": 21.9}",160,200,2026-03-12T13:20:13.424833
CAM_00707,COMP_00707,L62927JH2010PLC000707,Consumer Defensive,-0.536577,0.5203,normal,normal,"{""dscr"": 1.2, ""debt_to_equity"": 98.8, ""interest_coverage"": 5.0, ""ebitda_margin"": 23.8, ""pat_margin"": 3.8}",160,200,2026-03-12T13:20:13.425006
CAM_00712,COMP_00712,L62677AR2010PLC000712,Consumer Defensive,-0.453901,0.8475,normal,normal,"{""dscr"": 11.9, ""debt_to_equity"": 85.6, ""interest_coverage"": 13.1, ""ebitda_margin"": 75.6, ""pat_margin"": 50.0}",160,200,2026-03-12T13:20:13.425174
CAM_00715,COMP_00715,L84625WB2010PLC000715,Consumer Defensive,-0.484667,0.7258,normal,normal,"{""dscr"": 80.6, ""debt_to_equity"": 5.0, ""interest_coverage"": 66.2, ""ebitda_margin"": 29.4, ""pat_margin"": 43.1}",160,200,2026-03-12T13:20:13.425350
CAM_00726,COMP_00726,L31461DN2010PLC000726,Consumer Defensive,-0.464489,0.8056,normal,normal,"{""dscr"": 35.0, ""debt_to_equity"": 95.0, ""interest_coverage"": 37.5, ""ebitda_margin"": 63.1, ""pat_margin"": 53.8}",160,200,2026-03-12T13:20:13.425551
CAM_00728,COMP_00728,L21625AR2010PLC000728,Consumer Defensive,-0.435112,0.9219,normal,normal,"{""dscr"": 48.8, ""debt_to_equity"": 68.1, ""interest_coverage"": 48.8, ""ebitda_margin"": 59.4, ""pat_margin"": 56.2}",160,200,2026-03-12T13:20:13.425717
CAM_00729,COMP_00729,L75922AR2010PLC000729,Consumer Defensive,-0.546573,0.4807,outlier,anomalous,"{""dscr"": 85.6, ""debt_to_equity"": 2.5, ""interest_coverage"": 74.4, ""ebitda_margin"": 4.4, ""pat_margin"": 18.8}",160,200,2026-03-12T13:20:13.425888
CAM_00733,COMP_00733,L13550DD2010PLC000733,Consumer Defensive,-0.432404,0.9326,normal,normal,"{""dscr"": 56.9, ""debt_to_equity"": 54.4, ""interest_coverage"": 58.1, ""ebitda_margin"": 69.4, ""pat_margin"": 73.1}",160,200,2026-03-12T13:20:13.426049
CAM_00734,COMP_00734,L86663MH2010PLC000734,Consumer Defensive,-0.444909,0.8831,normal,normal,"{""dscr"": 68.1, ""debt_to_equity"": 36.9, ""interest_coverage"": 64.4, ""ebitda_margin"": 16.2, ""pat_margin"": 28.7}",160,200,2026-03-12T13:20:13.426202
CAM_00735,COMP_00735,L13889TR2010PLC000735,Consumer Defensive,-0.432625,0.9317,normal,normal,"{""dscr"": 42.5, ""debt_to_equity"": 47.5, ""interest_coverage"": 33.8, ""ebitda_margin"": 56.9, ""pat_margin"": 47.5}",160,200,2026-03-12T13:20:13.426360
CAM_00739,COMP_00739,L94084AP2010PLC000739,Consumer Defensive,-0.443735,0.8878,normal,normal,"{""dscr"": 68.8, ""debt_to_equity"": 22.5, ""interest_coverage"": 61.9, ""ebitda_margin"": 61.9, ""pat_margin"": 62.5}",160,200,2026-03-12T13:20:13.426575
CAM_00756,COMP_00756,L95486WB2010PLC000756,Consumer Defensive,-0.486769,0.7174,normal,normal,"{""dscr"": 65.0, ""debt_to_equity"": 60.0, ""interest_coverage"": 75.6, ""ebitda_margin"": 91.9, ""pat_margin"": 96.2}",160,200,2026-03-12T13:20:13.426744
CAM_00757,COMP_00757,L86372DN2010PLC000757,Consumer Defensive,-0.555786,0.4443,outlier,anomalous,"{""dscr"": 90.0, ""debt_to_equity"": 26.2, ""interest_coverage"": 97.5, ""ebitda_margin"": 65.0, ""pat_margin"": 89.4}",160,200,2026-03-12T13:20:13.426901
CAM_00766,COMP_00766,L32992NL2010PLC000766,Consumer Defensive,-0.422444,0.972,normal,normal,"{""dscr"": 26.9, ""debt_to_equity"": 57.5, ""interest_coverage"": 20.0, ""ebitda_margin"": 45.0, ""pat_margin"": 33.8}",160,200,2026-03-12T13:20:13.427056
CAM_00783,COMP_00783,L82400KA2010PLC000783,Consumer Defensive,-0.426516,0.9559,normal,normal,"{""dscr"": 57.5, ""debt_to_equity"": 41.2, ""interest_coverage"": 70.0, ""ebitda_margin"": 42.5, ""pat_margin"": 55.0}",160,200,2026-03-12T13:20:13.427209
CAM_00789,COMP_00789,L22302DN2010PLC000789,Consumer Defensive,-0.470458,0.782,normal,normal,"{""dscr"": 55.6, ""debt_to_equity"": 14.4, ""interest_coverage"": 42.5, ""ebitda_margin"": 5.0, ""pat_margin"": 11.2}",160,200,2026-03-12T13:20:13.427364
CAM_00792,COMP_00792,L96745TS2010PLC000792,Consumer Defensive,-0.468253,0.7907,normal,normal,"{""dscr"": 25.6, ""debt_to_equity"": 38.1, ""interest_coverage"": 23.8, ""ebitda_margin"": 5.6, ""pat_margin"": 6.2}",160,200,2026-03-12T13:20:13.427614
CAM_00811,COMP_00811,L16303MN2010PLC000811,Consumer Defensive,-0.565128,0.4073,outlier,anomalous,"{""dscr"": 95.0, ""debt_to_equity"": 16.2, ""interest_coverage"": 95.6, ""ebitda_margin"": 75.0, ""pat_margin"": 97.5}",160,200,2026-03-12T13:20:13.427824
CAM_00830,COMP_00830,L15141AR2010PLC000830,Consumer Defensive,-0.427978,0.9501,normal,normal,"{""dscr"": 11.2, ""debt_to_equity"": 79.4, ""interest_coverage"": 16.9, ""ebitda_margin"": 45.6, ""pat_margin"": 31.9}",160,200,2026-03-12T13:20:13.427987
CAM_00840,COMP_00840,L24698DN2010PLC000840,Consumer Defensive,-0.486349,0.7191,normal,normal,"{""dscr"": 31.9, ""debt_to_equity"": 96.2, ""interest_coverage"": 31.2, ""ebitda_margin"": 86.9, ""pat_margin"": 65.0}",160,200,2026-03-12T13:20:13.428145
