case_id,company_id,assessment_year,financial_year,declared_gross_income,declared_net_income,total_tax_paid,depreciation_claimed,director_remuneration_total,itr_vs_financials_profit_divergence,cross_verification_flag,extraction_confidence_score,source_document_id,processed_timestamp
CAM_01694,COMP_01694,AY2023-24,FY2022-23,1046149597.43,199855454.33,48502031.22,72047746.24,6944068.61,0.0,False,98.94,ITR_DOC_COMP_01694,2026-03-09 14:54:07.772004
CAM_01694,COMP_01694,AY2024-25,FY2023-24,1029829028.94,198546488.83,39797473.43,118556497.09,4650352.81,0.0,False,92.36,ITR_DOC_COMP_01694,2026-03-09 14:54:07.772004
CAM_01695,COMP_01695,AY2022-23,FY2021-22,4540842285.39,663220805.55,146516384.66,540196396.47,17301570.75,34628738.12,False,85.91,ITR_DOC_COMP_01695,2026-03-09 14:54:07.772004
CAM_01695,COMP_01695,AY2023-24,FY2022-23,4443366276.23,602014278.74,137902944.15,306407798.92,7900788.33,-29597756.83,False,94.57,ITR_DOC_COMP_01695,2026-03-09 14:54:07.772004
CAM_01695,COMP_01695,AY2024-25,FY2023-24,4453613503.85,670218918.74,149041780.42,425002627.66,6717571.04,18640403.61,False,88.84,ITR_DOC_COMP_01695,2026-03-09 14:54:07.772004
CAM_01696,COMP_01696,AY2022-23,FY2021-22,754343946.47,134344708.25,30891405.25,89405912.18,6168031.42,0.0,False,90.66,ITR_DOC_COMP_01696,2026-03-09 14:54:07.772004
CAM_01696,COMP_01696,AY2023-24,FY2022-23,781492738.55,143315044.57,32295760.88,92609766.63,4484844.68,0.0,False,95.73,ITR_DOC_COMP_01696,2026-03-09 14:54:07.772004
CAM_01696,COMP_01696,AY2024-25,FY2023-24,811026983.16,143764351.53,33172705.43,43739683.34,3332958.38,0.0,False,86.75,ITR_DOC_COMP_01696,2026-03-09 14:54:07.772004
CAM_01697,COMP_01697,AY2022-23,FY2021-22,1621332499.49,360204422.33,74369693.98,101197297.53,13576164.71,25711449.99,False,97.9,ITR_DOC_COMP_01697,2026-03-09 14:54:07.772004
CAM_01697,COMP_01697,AY2023-24,FY2022-23,1486570946.51,290028495.69,65061602.46,127567215.94,4391223.09,0.0,False,90.37,ITR_DOC_COMP_01697,2026-03-09 14:54:07.772004
CAM_01697,COMP_01697,AY2024-25,FY2023-24,1451363409.82,333450240.07,73691931.13,120275714.58,11225374.72,0.0,False,86.12,ITR_DOC_COMP_01697,2026-03-09 14:54:07.772004
CAM_01698,COMP_01698,AY2022-23,FY2021-22,350606768.24,23843474.59,5103979.33,18534592.72,381647.49,0.0,False,85.39,ITR_DOC_COMP_01698,2026-03-09 14:54:07.772004
CAM_01698,COMP_01698,AY2023-24,FY2022-23,375541115.16,23639315.65,5486257.03,34514764.15,522288.34,0.0,False,91.31,ITR_DOC_COMP_01698,2026-03-09 14:54:07.772004
CAM_01698,COMP_01698,AY2024-25,FY2023-24,343412831.29,25556405.33,6291569.07,21863132.05,1147404.94,0.0,False,95.31,ITR_DOC_COMP_01698,2026-03-09 14:54:07.772004
CAM_01699,COMP_01699,AY2022-23,FY2021-22,4273534840.13,454022897.99,109708277.35,391664862.34,37798494.55,-73591525.53,True,93.12,ITR_DOC_COMP_01699,2026-03-09 14:54:07.772004
CAM_01699,COMP_01699,AY2023-24,FY2022-23,4547778343.73,662049006.91,146710165.46,268918437.26,57196416.9,68562651.53,True,98.3,ITR_DOC_COMP_01699,2026-03-09 14:54:07.772004
CAM_01699,COMP_01699,AY2024-25,FY2023-24,4665808325.23,573691046.76,137680009.28,470704805.62,63799024.87,37334242.45,False,88.93,ITR_DOC_COMP_01699,2026-03-09 14:54:07.772004
CAM_01700,COMP_01700,AY2022-23,FY2021-22,826280055.82,80202431.39,19725638.94,81425018.96,964754.35,0.0,False,88.53,ITR_DOC_COMP_01700,2026-03-09 14:54:07.772004
CAM_01700,COMP_01700,AY2023-24,FY2022-23,844323989.71,77791997.79,15969876.98,97997998.3,1318261.65,0.0,False,93.0,ITR_DOC_COMP_01700,2026-03-09 14:54:07.772004
CAM_01700,COMP_01700,AY2024-25,FY2023-24,836672139.22,81713943.12,16610436.74,99347984.87,2336819.68,0.0,False,88.31,ITR_DOC_COMP_01700,2026-03-09 14:54:07.772004
CAM_01701,COMP_01701,AY2022-23,FY2021-22,5449984854.86,410255395.06,91053293.07,277542291.46,15833079.54,0.0,False,86.77,ITR_DOC_COMP_01701,2026-03-09 14:54:07.772004
CAM_01701,COMP_01701,AY2023-24,FY2022-23,5124570021.79,367802090.89,82307460.35,605672469.1,11351455.35,0.0,False,90.28,ITR_DOC_COMP_01701,2026-03-09 14:54:07.772004
CAM_01701,COMP_01701,AY2024-25,FY2023-24,5482395767.41,334289692.03,68861913.14,631161882.73,3521382.03,-24618121.05,False,95.17,ITR_DOC_COMP_01701,2026-03-09 14:54:07.772004
CAM_01702,COMP_01702,AY2022-23,FY2021-22,1655833961.24,132162590.5,31224064.66,179788377.6,6046551.04,0.0,False,91.77,ITR_DOC_COMP_01702,2026-03-09 14:54:07.772004
CAM_01702,COMP_01702,AY2023-24,FY2022-23,1330830537.87,145124977.11,33675839.55,151437616.48,3036664.53,0.0,False,87.07,ITR_DOC_COMP_01702,2026-03-09 14:54:07.772004
CAM_01702,COMP_01702,AY2024-25,FY2023-24,1959031202.07,130216952.51,26342538.2,85982283.88,3514295.19,0.0,False,86.98,ITR_DOC_COMP_01702,2026-03-09 14:54:07.772004
CAM_01703,COMP_01703,AY2022-23,FY2021-22,2250175812.47,297500220.04,68324434.15,240886310.63,11414841.41,0.0,False,85.61,ITR_DOC_COMP_01703,2026-03-09 14:54:07.772004
CAM_01703,COMP_01703,AY2023-24,FY2022-23,2177199055.42,292980828.26,69176010.71,141677788.05,6901640.88,0.0,False,94.52,ITR_DOC_COMP_01703,2026-03-09 14:54:07.772004
CAM_01703,COMP_01703,AY2024-25,FY2023-24,2458556018.72,278354376.31,59597604.93,146289934.86,7639592.65,0.0,False,85.14,ITR_DOC_COMP_01703,2026-03-09 14:54:07.772004
CAM_01704,COMP_01704,AY2022-23,FY2021-22,940267685.2,135167810.51,28463543.16,88643591.74,5062554.8,150393.49,False,98.94,ITR_DOC_COMP_01704,2026-03-09 14:54:07.772004
CAM_01704,COMP_01704,AY2023-24,FY2022-23,1242647569.06,131573435.04,32367871.57,59516768.69,1788917.04,0.0,False,87.82,ITR_DOC_COMP_01704,2026-03-09 14:54:07.772004
CAM_01704,COMP_01704,AY2024-25,FY2023-24,857634239.31,150498043.67,32752803.08,44812260.17,4408491.48,0.0,False,98.99,ITR_DOC_COMP_01704,2026-03-09 14:54:07.772004
CAM_01705,COMP_01705,AY2022-23,FY2021-22,4544512938.11,364687824.63,89506970.91,399921567.23,10840801.33,24353853.45,False,96.43,ITR_DOC_COMP_01705,2026-03-09 14:54:07.772004
CAM_01705,COMP_01705,AY2023-24,FY2022-23,4658799494.71,317809993.77,68582409.38,466494033.24,4833815.17,0.0,False,87.28,ITR_DOC_COMP_01705,2026-03-09 14:54:07.772004
CAM_01705,COMP_01705,AY2024-25,FY2023-24,4363364123.35,310194303.51,65300427.03,282417343.75,11256866.54,0.0,False,89.59,ITR_DOC_COMP_01705,2026-03-09 14:54:07.772004
CAM_01706,COMP_01706,AY2022-23,FY2021-22,4566624054.84,548919260.24,111700747.48,254059210.43,45797898.28,-222701460.69,True,86.66,ITR_DOC_COMP_01706,2026-03-09 14:54:07.772004
CAM_01706,COMP_01706,AY2023-24,FY2022-23,4629464378.59,473105583.8,106786865.53,378090236.73,36289803.3,-174297700.1,True,92.8,ITR_DOC_COMP_01706,2026-03-09 14:54:07.772004
CAM_01706,COMP_01706,AY2024-25,FY2023-24,4559868939.16,626988875.76,128652513.74,282343181.22,73163538.59,-88565541.97,True,90.92,ITR_DOC_COMP_01706,2026-03-09 14:54:07.772004
CAM_01707,COMP_01707,AY2022-23,FY2021-22,189176105.0,24407364.03,5792205.22,11793799.9,847843.54,-1783638.42,False,93.89,ITR_DOC_COMP_01707,2026-03-09 14:54:07.772004
CAM_01707,COMP_01707,AY2023-24,FY2022-23,191906800.57,26554997.18,6056254.78,12165906.17,921887.24,-344022.0,False,85.21,ITR_DOC_COMP_01707,2026-03-09 14:54:07.772004
CAM_01707,COMP_01707,AY2024-25,FY2023-24,193392872.62,21634128.33,4890207.92,13435205.01,699476.75,-1445605.1,False,92.44,ITR_DOC_COMP_01707,2026-03-09 14:54:07.772004
CAM_01708,COMP_01708,AY2022-23,FY2021-22,5063218828.62,755940953.91,181509101.92,301819354.11,19977409.87,-96576270.91,True,85.92,ITR_DOC_COMP_01708,2026-03-09 14:54:07.772004
CAM_01708,COMP_01708,AY2023-24,FY2022-23,5194661364.89,788080824.88,174843690.83,474682893.98,34454711.15,-33593529.1,False,85.86,ITR_DOC_COMP_01708,2026-03-09 14:54:07.772004
CAM_01708,COMP_01708,AY2024-25,FY2023-24,5483668244.17,787723903.95,180713117.07,623725189.69,37062191.15,23497233.78,False,86.37,ITR_DOC_COMP_01708,2026-03-09 14:54:07.772004
CAM_01709,COMP_01709,AY2022-23,FY2021-22,4185484141.52,451769486.42,95408817.07,171485965.84,21882609.96,0.0,False,90.42,ITR_DOC_COMP_01709,2026-03-09 14:54:07.772004
CAM_01709,COMP_01709,AY2023-24,FY2022-23,4609463377.44,437080216.24,93434898.93,388123111.35,5913205.52,0.0,False,86.68,ITR_DOC_COMP_01709,2026-03-09 14:54:07.772004
CAM_01709,COMP_01709,AY2024-25,FY2023-24,3629037792.62,466066348.68,115774556.22,319819835.39,17863815.19,0.0,False,98.22,ITR_DOC_COMP_01709,2026-03-09 14:54:07.772004
CAM_01710,COMP_01710,AY2022-23,FY2021-22,2072569841.15,268958523.29,55508412.6,124263370.56,7765851.15,14583149.72,False,90.01,ITR_DOC_COMP_01710,2026-03-09 14:54:07.772004
CAM_01710,COMP_01710,AY2023-24,FY2022-23,1995225292.66,280071712.82,64144652.54,113472711.9,12493697.85,0.0,False,89.82,ITR_DOC_COMP_01710,2026-03-09 14:54:07.772004
CAM_01710,COMP_01710,AY2024-25,FY2023-24,2118458124.45,289017591.14,62643924.93,147192582.3,10890268.42,-2326102.84,False,97.33,ITR_DOC_COMP_01710,2026-03-09 14:54:07.772004
CAM_01711,COMP_01711,AY2022-23,FY2021-22,2875107452.58,286608008.84,67137877.98,248539164.13,12831182.12,0.0,False,98.83,ITR_DOC_COMP_01711,2026-03-09 14:54:07.772004
CAM_01711,COMP_01711,AY2023-24,FY2022-23,2793922908.62,286844985.21,70562939.52,137051530.17,8264108.3,0.0,False,96.55,ITR_DOC_COMP_01711,2026-03-09 14:54:07.772004
CAM_01711,COMP_01711,AY2024-25,FY2023-24,2742396012.91,328710958.55,74777171.01,215842671.1,11124933.33,0.0,False,91.77,ITR_DOC_COMP_01711,2026-03-09 14:54:07.772004
CAM_01712,COMP_01712,AY2022-23,FY2021-22,1699463094.04,291944465.42,68387083.58,168946676.54,11714970.96,0.0,False,98.35,ITR_DOC_COMP_01712,2026-03-09 14:54:07.772004
CAM_01712,COMP_01712,AY2023-24,FY2022-23,1781211482.19,256932357.83,63076633.54,122870760.58,7792989.71,0.0,False,87.03,ITR_DOC_COMP_01712,2026-03-09 14:54:07.772004
CAM_01712,COMP_01712,AY2024-25,FY2023-24,1815524846.32,263043426.93,54077236.4,129429084.78,11265111.34,0.0,False,98.88,ITR_DOC_COMP_01712,2026-03-09 14:54:07.772004
CAM_01713,COMP_01713,AY2022-23,FY2021-22,2564275826.1,184378739.6,37014929.87,248278612.1,7485479.66,0.0,False,86.08,ITR_DOC_COMP_01713,2026-03-09 14:54:07.772004
CAM_01713,COMP_01713,AY2023-24,FY2022-23,2642845892.26,177069267.77,42460892.29,121628381.52,4441498.96,0.0,False,91.87,ITR_DOC_COMP_01713,2026-03-09 14:54:07.772004
CAM_01713,COMP_01713,AY2024-25,FY2023-24,2235491177.63,167267676.6,38440825.23,222953042.14,3733203.33,0.0,False,97.35,ITR_DOC_COMP_01713,2026-03-09 14:54:07.772004
CAM_01714,COMP_01714,AY2022-23,FY2021-22,4004913577.09,257982869.58,51771030.59,372641246.84,3531233.82,0.0,False,94.64,ITR_DOC_COMP_01714,2026-03-09 14:54:07.772004
CAM_01714,COMP_01714,AY2023-24,FY2022-23,3993352766.59,218429393.38,48466428.78,422061613.52,5746914.0,0.0,False,90.68,ITR_DOC_COMP_01714,2026-03-09 14:54:07.772004
CAM_01714,COMP_01714,AY2024-25,FY2023-24,3672384247.91,248929874.91,49952685.84,338165591.75,7280100.33,0.0,False,97.73,ITR_DOC_COMP_01714,2026-03-09 14:54:07.772004
CAM_01715,COMP_01715,AY2022-23,FY2021-22,1480733028.12,104805119.81,24306600.57,60776474.12,2730279.03,0.0,False,89.68,ITR_DOC_COMP_01715,2026-03-09 14:54:07.772004
CAM_01715,COMP_01715,AY2023-24,FY2022-23,1489168353.32,94104771.23,20233365.55,159762077.9,3950931.95,-1626357.94,False,91.95,ITR_DOC_COMP_01715,2026-03-09 14:54:07.772004
CAM_01715,COMP_01715,AY2024-25,FY2023-24,1409208193.67,99236229.75,21835085.01,167830650.23,3328015.3,0.0,False,89.65,ITR_DOC_COMP_01715,2026-03-09 14:54:07.772004
CAM_01716,COMP_01716,AY2022-23,FY2021-22,2996510310.09,254492413.88,59535031.62,131419935.61,20411560.93,-11176314.32,False,93.88,ITR_DOC_COMP_01716,2026-03-09 14:54:07.772004
CAM_01716,COMP_01716,AY2023-24,FY2022-23,3170417078.27,289898232.27,60992037.95,295910671.15,23713622.88,55104165.75,True,93.95,ITR_DOC_COMP_01716,2026-03-09 14:54:07.772004
CAM_01716,COMP_01716,AY2024-25,FY2023-24,3195498249.06,188018745.78,40630536.82,263138082.13,19895877.27,-62293062.26,True,90.34,ITR_DOC_COMP_01716,2026-03-09 14:54:07.772004
CAM_01717,COMP_01717,AY2022-23,FY2021-22,1415446208.86,95341711.09,19112225.45,141705967.52,4211542.55,0.0,False,88.53,ITR_DOC_COMP_01717,2026-03-09 14:54:07.772004
CAM_01717,COMP_01717,AY2023-24,FY2022-23,1493427196.25,89612715.76,21013823.42,60464035.45,1577072.15,0.0,False,85.53,ITR_DOC_COMP_01717,2026-03-09 14:54:07.772004
CAM_01717,COMP_01717,AY2024-25,FY2023-24,1462871310.74,94301401.86,20441136.84,73717162.52,3762721.57,0.0,False,88.91,ITR_DOC_COMP_01717,2026-03-09 14:54:07.772004
CAM_01718,COMP_01718,AY2022-23,FY2021-22,1525150909.68,283109241.71,67968669.37,168233000.92,10455538.84,0.0,False,96.44,ITR_DOC_COMP_01718,2026-03-09 14:54:07.772004
CAM_01718,COMP_01718,AY2023-24,FY2022-23,1476777890.0,300141332.07,72790453.67,89909279.44,3828955.54,146708.67,False,88.93,ITR_DOC_COMP_01718,2026-03-09 14:54:07.772004
CAM_01718,COMP_01718,AY2024-25,FY2023-24,1464152011.55,314467654.16,71625829.84,102171752.55,14078203.41,0.0,False,94.36,ITR_DOC_COMP_01718,2026-03-09 14:54:07.772004
CAM_01719,COMP_01719,AY2022-23,FY2021-22,3558702041.0,439838775.01,90066480.97,159259309.92,43820237.9,-63407312.62,True,95.59,ITR_DOC_COMP_01719,2026-03-09 14:54:07.772004
CAM_01719,COMP_01719,AY2023-24,FY2022-23,3526079481.96,558462973.41,117801688.14,145236552.14,61955423.95,11209762.93,False,89.75,ITR_DOC_COMP_01719,2026-03-09 14:54:07.772004
CAM_01719,COMP_01719,AY2024-25,FY2023-24,3476464101.3,380898258.57,94497612.96,334171326.01,37913235.83,-138741706.31,True,89.66,ITR_DOC_COMP_01719,2026-03-09 14:54:07.772004
CAM_01720,COMP_01720,AY2022-23,FY2021-22,3545043986.51,410633806.9,90883530.89,424662274.99,14204902.4,30671963.4,False,85.91,ITR_DOC_COMP_01720,2026-03-09 14:54:07.772004
CAM_01720,COMP_01720,AY2023-24,FY2022-23,3557059493.78,405394442.8,96922251.78,365645928.82,10101836.59,-14436251.17,False,92.89,ITR_DOC_COMP_01720,2026-03-09 14:54:07.772004
CAM_01720,COMP_01720,AY2024-25,FY2023-24,3500790000.76,373601185.97,89650097.21,284325929.58,15240544.45,-16832497.45,False,86.53,ITR_DOC_COMP_01720,2026-03-09 14:54:07.772004
CAM_01721,COMP_01721,AY2022-23,FY2021-22,377173282.23,22691821.88,5164817.79,33243757.75,669432.42,0.0,False,89.54,ITR_DOC_COMP_01721,2026-03-09 14:54:07.772004
CAM_01721,COMP_01721,AY2023-24,FY2022-23,360795007.28,23378060.6,5102371.01,22451263.66,415795.82,0.0,False,89.41,ITR_DOC_COMP_01721,2026-03-09 14:54:07.772004
CAM_01721,COMP_01721,AY2024-25,FY2023-24,357669134.54,23800411.46,5114034.38,28167465.34,1035000.77,0.0,False,88.43,ITR_DOC_COMP_01721,2026-03-09 14:54:07.772004
CAM_01722,COMP_01722,AY2022-23,FY2021-22,4676905990.29,383323618.07,78137222.82,495902321.06,10083055.8,0.0,False,89.4,ITR_DOC_COMP_01722,2026-03-09 14:54:07.772004
CAM_01722,COMP_01722,AY2023-24,FY2022-23,4893055423.19,390576578.25,88705761.53,555717014.54,14281549.97,0.0,False,87.79,ITR_DOC_COMP_01722,2026-03-09 14:54:07.772004
CAM_01722,COMP_01722,AY2024-25,FY2023-24,4851392412.57,415691670.82,98397057.92,334367124.5,20130492.08,0.0,False,97.5,ITR_DOC_COMP_01722,2026-03-09 14:54:07.772004
CAM_01723,COMP_01723,AY2022-23,FY2021-22,880108407.57,182139060.8,39667309.14,43790204.73,9033889.77,12195240.14,False,94.91,ITR_DOC_COMP_01723,2026-03-09 14:54:07.772004
CAM_01723,COMP_01723,AY2023-24,FY2022-23,925926447.34,143698319.98,33268145.22,58547597.54,1910996.67,-11213996.67,False,96.32,ITR_DOC_COMP_01723,2026-03-09 14:54:07.772004
CAM_01723,COMP_01723,AY2024-25,FY2023-24,853941503.22,132964922.41,28144440.96,35662114.59,1985120.59,-37354916.94,True,94.29,ITR_DOC_COMP_01723,2026-03-09 14:54:07.772004
CAM_01724,COMP_01724,AY2022-23,FY2021-22,1162638346.04,148093313.92,36491633.17,62476432.23,2744484.99,0.0,False,93.83,ITR_DOC_COMP_01724,2026-03-09 14:54:07.772004
CAM_01724,COMP_01724,AY2023-24,FY2022-23,1106099584.99,146749491.47,34509373.3,61593096.9,1911942.83,0.0,False,85.38,ITR_DOC_COMP_01724,2026-03-09 14:54:07.772004
CAM_01724,COMP_01724,AY2024-25,FY2023-24,1194288359.11,156063030.43,35866076.1,82424859.84,2200950.77,0.0,False,98.61,ITR_DOC_COMP_01724,2026-03-09 14:54:07.772004
CAM_01725,COMP_01725,AY2022-23,FY2021-22,2156228277.32,305123338.94,64616549.98,235710841.28,4866352.38,0.0,False,94.23,ITR_DOC_COMP_01725,2026-03-09 14:54:07.772004
CAM_01725,COMP_01725,AY2023-24,FY2022-23,2377866910.97,301289615.69,61276770.38,238818170.26,13672168.78,0.0,False,87.19,ITR_DOC_COMP_01725,2026-03-09 14:54:07.772004
CAM_01725,COMP_01725,AY2024-25,FY2023-24,2278520218.48,296593073.93,62228390.51,241940625.27,13983099.46,0.0,False,97.17,ITR_DOC_COMP_01725,2026-03-09 14:54:07.772004
CAM_01726,COMP_01726,AY2022-23,FY2021-22,509723637.04,75258056.91,17506187.89,27177585.89,2740122.03,0.0,False,87.46,ITR_DOC_COMP_01726,2026-03-09 14:54:07.772004
CAM_01726,COMP_01726,AY2023-24,FY2022-23,569287571.17,71843354.66,16570219.08,42740425.61,3495573.34,0.0,False,98.9,ITR_DOC_COMP_01726,2026-03-09 14:54:07.772004
CAM_01726,COMP_01726,AY2024-25,FY2023-24,537911990.59,72369748.46,17169838.71,64412875.55,2541731.49,-1659270.9,False,92.08,ITR_DOC_COMP_01726,2026-03-09 14:54:07.772004
CAM_01727,COMP_01727,AY2022-23,FY2021-22,1798995408.29,236948827.87,56067369.14,106590153.14,6416070.09,0.0,False,90.44,ITR_DOC_COMP_01727,2026-03-09 14:54:07.772004
CAM_01727,COMP_01727,AY2023-24,FY2022-23,1723219238.94,274995273.78,60495106.74,186321918.7,6628767.54,0.0,False,98.77,ITR_DOC_COMP_01727,2026-03-09 14:54:07.772004
CAM_01727,COMP_01727,AY2024-25,FY2023-24,1897177865.52,263820231.95,59023525.8,98513697.35,3228553.69,0.0,False,86.06,ITR_DOC_COMP_01727,2026-03-09 14:54:07.772004
CAM_01728,COMP_01728,AY2022-23,FY2021-22,733699945.54,69715881.08,14389531.24,32611055.39,2816787.72,1826813.96,False,86.16,ITR_DOC_COMP_01728,2026-03-09 14:54:07.772004
CAM_01728,COMP_01728,AY2023-24,FY2022-23,717183976.19,85960162.31,19900249.85,64188887.65,2739241.68,11427482.19,True,88.02,ITR_DOC_COMP_01728,2026-03-09 14:54:07.772004
CAM_01728,COMP_01728,AY2024-25,FY2023-24,771193759.62,79542626.75,18830658.53,32708940.29,2575696.85,2019711.92,False,86.12,ITR_DOC_COMP_01728,2026-03-09 14:54:07.772004
CAM_01729,COMP_01729,AY2022-23,FY2021-22,1639025204.44,167087427.9,39222394.89,86250137.79,3131155.3,0.0,False,95.0,ITR_DOC_COMP_01729,2026-03-09 14:54:07.788133
CAM_01729,COMP_01729,AY2023-24,FY2022-23,1704598166.28,176084599.16,40697036.76,155743880.03,5736547.48,0.0,False,94.93,ITR_DOC_COMP_01729,2026-03-09 14:54:07.788133
CAM_01729,COMP_01729,AY2024-25,FY2023-24,1725511510.02,157639615.76,35301539.18,190853908.47,7480936.61,0.0,False,98.88,ITR_DOC_COMP_01729,2026-03-09 14:54:07.788133
CAM_01730,COMP_01730,AY2022-23,FY2021-22,5409424414.42,722490854.06,178175082.24,639965543.06,29255972.53,0.0,False,87.69,ITR_DOC_COMP_01730,2026-03-09 14:54:07.788133
CAM_01730,COMP_01730,AY2023-24,FY2022-23,4239198071.62,780371477.7,172187188.11,373945586.34,21100106.66,0.0,False,92.25,ITR_DOC_COMP_01730,2026-03-09 14:54:07.788133
CAM_01730,COMP_01730,AY2024-25,FY2023-24,4608321270.65,823015777.01,186252650.94,282542742.24,20632898.19,0.0,False,96.89,ITR_DOC_COMP_01730,2026-03-09 14:54:07.788133
CAM_01731,COMP_01731,AY2022-23,FY2021-22,5394003984.31,329622150.28,80044465.79,228211535.96,3595985.84,-20528882.17,False,85.75,ITR_DOC_COMP_01731,2026-03-09 14:54:07.788133
CAM_01731,COMP_01731,AY2023-24,FY2022-23,5657918654.0,321490938.76,75127091.9,589817335.42,3475165.29,3955065.71,False,98.49,ITR_DOC_COMP_01731,2026-03-09 14:54:07.788133
CAM_01731,COMP_01731,AY2024-25,FY2023-24,5777401802.81,344541932.42,72536703.31,399445551.41,4123498.41,4427335.62,False,95.05,ITR_DOC_COMP_01731,2026-03-09 14:54:07.788133
CAM_01732,COMP_01732,AY2022-23,FY2021-22,486336257.74,63046911.55,13253336.32,28465234.25,1668958.25,0.0,False,85.25,ITR_DOC_COMP_01732,2026-03-09 14:54:07.788133
CAM_01732,COMP_01732,AY2023-24,FY2022-23,481807200.14,65524678.74,14828645.37,41193973.31,1029742.08,0.0,False,87.12,ITR_DOC_COMP_01732,2026-03-09 14:54:07.788133
CAM_01732,COMP_01732,AY2024-25,FY2023-24,457901066.48,57844780.86,12618803.83,40349497.22,678188.96,0.0,False,87.61,ITR_DOC_COMP_01732,2026-03-09 14:54:07.788133
CAM_01733,COMP_01733,AY2022-23,FY2021-22,4287148642.47,828858183.46,205959072.96,425431782.44,25043031.31,24253328.03,False,94.0,ITR_DOC_COMP_01733,2026-03-09 14:54:07.788133
CAM_01733,COMP_01733,AY2023-24,FY2022-23,4304362808.31,751284278.35,177069209.47,432502352.39,20378336.55,0.0,False,91.58,ITR_DOC_COMP_01733,2026-03-09 14:54:07.788133
CAM_01733,COMP_01733,AY2024-25,FY2023-24,4056013896.26,760413954.89,154622056.73,324632610.46,23664616.13,-21897021.14,False,88.21,ITR_DOC_COMP_01733,2026-03-09 14:54:07.788133
CAM_01734,COMP_01734,AY2022-23,FY2021-22,720650437.89,96095597.19,22940458.21,40596317.08,2353187.71,-1033127.2,False,89.06,ITR_DOC_COMP_01734,2026-03-09 14:54:07.788133
CAM_01734,COMP_01734,AY2023-24,FY2022-23,670491459.73,109566489.63,25878533.8,57972296.12,3741585.03,0.0,False,93.12,ITR_DOC_COMP_01734,2026-03-09 14:54:07.788133
CAM_01734,COMP_01734,AY2024-25,FY2023-24,704627342.33,108490536.28,23667703.39,84066287.88,1582810.08,0.0,False,88.49,ITR_DOC_COMP_01734,2026-03-09 14:54:07.788133
CAM_01735,COMP_01735,AY2022-23,FY2021-22,4208085997.89,643640464.01,139238407.0,182219698.35,12955909.96,0.0,False,93.06,ITR_DOC_COMP_01735,2026-03-09 14:54:07.788133
CAM_01735,COMP_01735,AY2023-24,FY2022-23,3948289544.36,616599092.99,136769251.78,210215406.66,20167919.75,-6588045.86,False,96.1,ITR_DOC_COMP_01735,2026-03-09 14:54:07.788133
CAM_01735,COMP_01735,AY2024-25,FY2023-24,4425038742.01,616183129.82,123866839.94,295902459.41,27818474.23,0.0,False,91.29,ITR_DOC_COMP_01735,2026-03-09 14:54:07.788133
CAM_01736,COMP_01736,AY2022-23,FY2021-22,2418902384.98,328023181.86,76769087.5,171518672.34,14568179.12,0.0,False,86.79,ITR_DOC_COMP_01736,2026-03-09 14:54:07.788133
CAM_01736,COMP_01736,AY2023-24,FY2022-23,2459427594.1,363179242.56,90035204.11,102403598.88,10939457.85,0.0,False,86.35,ITR_DOC_COMP_01736,2026-03-09 14:54:07.788133
CAM_01736,COMP_01736,AY2024-25,FY2023-24,2453620750.13,316720424.37,71626483.41,265080159.37,8783396.03,0.0,False,88.19,ITR_DOC_COMP_01736,2026-03-09 14:54:07.788133
CAM_01737,COMP_01737,AY2022-23,FY2021-22,2943118681.17,216228716.31,46515335.39,252128780.8,8541718.1,0.0,False,86.97,ITR_DOC_COMP_01737,2026-03-09 14:54:07.788133
CAM_01737,COMP_01737,AY2023-24,FY2022-23,2959997063.43,213589329.34,50344510.46,258510928.42,7555443.63,0.0,False,90.31,ITR_DOC_COMP_01737,2026-03-09 14:54:07.788133
CAM_01737,COMP_01737,AY2024-25,FY2023-24,3116206380.01,211182457.72,48227694.4,283525733.19,7636741.99,0.0,False,94.58,ITR_DOC_COMP_01737,2026-03-09 14:54:07.788133
CAM_01738,COMP_01738,AY2022-23,FY2021-22,5040393822.7,349771456.45,84566095.59,510566096.67,5649418.41,-20718350.44,False,93.27,ITR_DOC_COMP_01738,2026-03-09 14:54:07.788133
CAM_01738,COMP_01738,AY2023-24,FY2022-23,5286052815.75,474548399.74,100392531.17,457209761.32,21109170.79,30065245.07,False,86.84,ITR_DOC_COMP_01738,2026-03-09 14:54:07.788133
CAM_01738,COMP_01738,AY2024-25,FY2023-24,5365562812.21,405146515.15,85431890.69,586637609.69,19600969.46,-6005102.32,False,95.58,ITR_DOC_COMP_01738,2026-03-09 14:54:07.788133
CAM_01739,COMP_01739,AY2022-23,FY2021-22,5230574860.07,813004931.7,186848127.47,279762616.52,31026315.21,0.0,False,95.1,ITR_DOC_COMP_01739,2026-03-09 14:54:07.788133
CAM_01739,COMP_01739,AY2023-24,FY2022-23,5196890907.06,865235274.43,203072234.24,263781576.59,10395044.74,0.0,False,96.68,ITR_DOC_COMP_01739,2026-03-09 14:54:07.788133
CAM_01739,COMP_01739,AY2024-25,FY2023-24,5156396805.48,802819812.37,189457828.16,255673442.1,15862063.55,-54401235.7,False,95.19,ITR_DOC_COMP_01739,2026-03-09 14:54:07.788133
CAM_01740,COMP_01740,AY2022-23,FY2021-22,4899520118.47,454327967.94,91192426.57,542982021.18,14609875.98,0.0,False,93.77,ITR_DOC_COMP_01740,2026-03-09 14:54:07.788133
